,Hour,DHI,DNI,WS,RH,T,TARGET
299,5,0,0,3.0,44.99,-0.4,0.0
300,6,0,0,2.9,44.59,-0.4,0.0
301,6,0,0,2.8,43.94,-0.2,0.0
302,7,3,35,2.8,43.88,0.0,0.281543633
303,7,12,71,3.0,39.95,1.3,1.689237661
304,8,20,453,3.3,40.07,2.7,8.727593629
305,8,11,197,3.5,36.05,4.2,5.349082106
306,9,12,0,3.6,33.81,5.7,1.126103984
307,9,15,0,3.7,30.92,7.0,1.4076098680000002
308,10,18,0,3.7,28.57,8.3,1.689107708
309,10,21,0,3.5,27.62,8.8,1.970614829
310,11,22,0,3.3,26.19,9.4,2.064440017
311,11,26,0,2.7,26.55,9.2,2.43979811
312,12,56,0,2.2,29.48,9.0,5.254961327
313,12,51,0,1.6,30.45,8.5,4.785794651000001
314,13,23,0,1.1,37.57,8.1,2.158309037
315,13,28,0,1.0,39.13,7.5,2.627523981
316,14,53,4,0.8,42.53,6.9,5.067401095
317,14,103,277,1.0,44.63,6.2,17.82988177
318,15,85,354,1.1,45.46,5.5,16.32854366
319,15,60,295,1.3,48.06,4.7,10.51041936
320,16,34,201,1.5,49.31,4.0,5.067562608
321,16,7,39,1.5,49.31,4.0,0.7507500159999999
322,17,0,0,2.0,51.42,3.2,0.0
323,17,0,0,2.3,51.42,3.2,0.0
324,18,0,0,2.6,49.11,3.2,0.0
325,18,0,0,2.9,49.11,3.2,0.0
326,19,0,0,3.2,46.41,3.1,0.0
327,19,0,0,3.6,46.08,3.2,0.0
328,20,0,0,4.0,42.23,3.2,0.0
329,20,0,0,4.1,42.53,3.1,0.0
330,21,0,0,4.1,40.84,3.0,0.0
331,21,0,0,4.1,41.13,2.9,0.0
332,22,0,0,4.1,40.35,2.8,0.0
333,22,0,0,3.8,40.88,2.6,0.0
334,23,0,0,3.6,40.55,2.3,0.0
335,23,0,0,3.4,40.84,2.2,0.0
288,0,0,0,1.4,77.4,9.9,0.0
289,0,0,0,1.4,78.44,9.7,0.0
290,1,0,0,1.5,79.25,9.6,0.0
291,1,0,0,1.7,79.78,9.5,0.0
292,2,0,0,1.8,80.63,9.4,0.0
293,2,0,0,2.0,81.62,9.2,0.0
294,3,0,0,2.2,81.47,9.1,0.0
295,3,0,0,2.3,82.57,8.9,0.0
296,4,0,0,2.3,82.64,8.7,0.0
297,4,0,0,2.4,83.66,8.5,0.0
298,5,0,0,2.5,83.46,8.3,0.0
299,5,0,0,2.7,82.9,8.4,0.0
300,6,6,56,2.9,81.92,8.5,0.563034665
301,6,28,383,3.6,76.08,9.6,5.817954531
302,7,42,579,4.3,73.73,10.6,13.98170479
303,7,51,719,4.5,67.21,12.0,23.45887525
304,8,59,796,4.7,63.78,13.4,32.74808592
305,8,68,827,4.6,58.27,14.8,40.91101933
306,9,80,842,4.5,54.1,16.1,48.32310527
307,9,69,922,4.4,49.76,17.4,56.57944874
308,10,68,948,4.3,43.87,18.6,62.58373885
309,10,67,966,4.2,41.49,19.5,67.18068023
310,11,65,981,4.1,35.61,20.4,70.46395492
311,11,65,986,4.3,34.74,20.8,72.15252075
312,12,81,954,4.5,30.03,21.2,71.68307344
313,12,192,307,4.8,30.17,21.1,38.28105512
314,13,187,55,5.1,27.17,21.0,21.01707297
315,13,230,266,5.3,27.5,20.8,37.62439638
316,14,143,556,5.4,25.27,20.6,44.47382318
317,14,55,941,5.2,25.74,20.3,52.44925979
318,15,61,876,5.0,24.0,20.0,44.00498025
319,15,83,111,4.4,24.91,19.4,11.82231147
320,16,78,28,3.8,24.96,18.8,8.069249937999999
321,16,37,166,3.8,24.96,18.8,6.755651111000001
322,17,27,556,1.4,34.5,15.5,8.444870207000001
323,17,12,159,1.1,37.99,14.0,1.407501574
324,18,0,0,0.7,43.25,12.5,0.0
325,18,0,0,0.6,45.64,11.7,0.0
326,19,0,0,0.5,49.98,10.9,0.0
327,19,0,0,0.4,51.33,10.5,0.0
328,20,0,0,0.3,54.25,10.1,0.0
329,20,0,0,0.5,54.98,9.9,0.0
330,21,0,0,0.6,56.81,9.7,0.0
331,21,0,0,0.9,57.97,9.4,0.0
332,22,0,0,1.2,59.91,9.1,0.0
333,22,0,0,1.4,60.72,8.9,0.0
334,23,0,0,1.6,61.56,8.8,0.0
335,23,0,0,1.6,62.39,8.6,0.0
288,0,0,0,2.7,64.92,12.6,0.0
289,0,0,0,2.9,65.78,12.4,0.0
290,1,0,0,3.1,66.54,12.2,0.0
291,1,0,0,3.1,67.86,11.9,0.0
292,2,0,0,3.2,67.39,11.7,0.0
293,2,0,0,3.1,68.29,11.5,0.0
294,3,0,0,3.0,65.77,11.4,0.0
295,3,0,0,2.9,66.21,11.3,0.0
296,4,0,0,2.8,62.0,11.3,0.0
297,4,0,0,2.7,62.41,11.2,0.0
298,5,0,0,2.5,57.95,11.2,0.0
299,5,10,91,2.7,52.17,12.8,0.938346759
300,6,31,405,3.0,43.75,14.5,6.662137502
301,6,45,602,2.7,37.78,16.8,15.38821027
302,7,55,721,2.4,31.13,19.1,25.05212359
303,7,62,800,2.1,26.85,21.5,34.99698720000001
304,8,68,854,1.7,20.59,23.9,44.65985636
305,8,73,894,1.5,19.03,25.2,53.85376305
306,9,77,924,1.3,15.9,26.6,62.2967741
307,9,81,944,1.2,15.09,27.5,69.70789941
308,10,83,960,1.1,13.86,28.4,75.99305502
309,10,84,973,1.1,13.24,29.2,81.05854581
310,11,84,983,1.0,12.41,29.9,84.81060361
311,11,85,987,1.1,12.06,30.4,87.06173399
312,12,127,921,1.1,11.46,31.0,86.31063249
313,12,103,955,1.1,11.25,31.3,86.31034783
314,13,85,977,1.1,10.94,31.6,84.7152033
315,13,84,968,1.1,10.94,31.6,81.05640715
316,14,83,955,1.1,10.84,31.6,76.08419699
317,14,81,938,1.0,11.02,31.3,69.89261862
318,15,85,898,1.0,11.1,31.0,62.10612903
319,15,176,485,1.0,11.48,30.4,42.40506871
320,16,107,687,1.0,12.15,29.8,41.37335985
321,16,112,519,1.0,12.15,29.8,29.83385132
322,17,68,582,1.2,16.05,27.6,22.89193642
323,17,52,508,1.4,18.15,25.5,14.72998766
324,18,34,286,1.6,25.49,23.4,6.098543316000001
325,18,10,96,1.9,27.94,21.9,1.032078194
326,19,0,0,2.3,32.51,20.4,0.0
327,19,0,0,2.5,34.62,19.4,0.0
328,20,0,0,2.7,36.96,18.4,0.0
329,20,0,0,2.8,37.9,18.0,0.0
330,21,0,0,2.9,38.24,17.5,0.0
331,21,0,0,2.9,39.21,17.1,0.0
332,22,0,0,2.9,39.43,16.8,0.0
333,22,0,0,2.8,40.44,16.4,0.0
334,23,0,0,2.7,40.33,16.1,0.0
335,23,0,0,2.6,40.85,15.9,0.0
288,0,0,0,1.0,73.95,-3.7,0.0
289,0,0,0,1.0,75.06,-3.9,0.0
290,1,0,0,1.0,72.6,-4.1,0.0
291,1,0,0,1.1,73.7,-4.3,0.0
292,2,0,0,1.1,71.46,-4.5,0.0
293,2,0,0,1.2,72.0,-4.6,0.0
294,3,0,0,1.2,69.67,-4.8,0.0
295,3,0,0,1.4,70.19,-4.9,0.0
296,4,0,0,1.5,67.25,-5.1,0.0
297,4,0,0,1.6,67.76,-5.2,0.0
298,5,0,0,1.7,64.39,-5.3,0.0
299,5,0,0,2.2,59.71,-4.3,0.0
300,6,16,143,2.6,57.17,-3.2,1.877023558
301,6,39,480,2.9,48.25,-0.9,9.197182962
302,7,55,664,3.1,47.23,1.3,18.95700042
303,7,68,773,3.2,42.14,2.9,29.37344948
304,8,79,845,3.2,39.8,4.4,39.78957593
305,8,89,895,3.3,37.65,5.2,49.73653261
306,9,110,855,3.4,35.86,6.0,56.02348848
307,9,163,740,3.5,34.41,6.6,59.58907972
308,10,172,722,3.6,33.76,7.2,63.24846438
309,10,167,827,3.8,32.85,7.6,73.2890705
310,11,147,949,4.0,33.15,7.9,82.954321
311,11,148,944,4.2,32.93,8.0,84.6433431
312,12,174,889,4.3,34.2,8.0,83.70494684
313,12,193,850,4.5,34.9,7.7,82.20378386
314,13,176,869,4.6,37.58,7.4,80.70261098
315,13,221,736,4.5,38.94,6.9,73.00811207
316,14,174,810,4.4,41.65,6.4,70.66248136
317,14,209,597,4.1,42.82,6.0,56.58653862
318,15,210,241,3.8,43.73,5.6,33.22010404
319,15,154,384,3.5,45.27,5.1,33.31412921
320,16,134,535,3.1,46.02,4.7,34.72192111
321,16,112,405,3.1,46.02,4.7,23.83612963
322,17,85,289,2.3,52.22,3.1,14.92130416
323,17,56,150,1.8,57.76,1.7,7.507689932999999
324,18,21,59,1.2,61.6,0.3,2.346189202
325,18,0,0,0.9,65.36,-0.5,0.0
326,19,0,0,0.6,64.75,-1.3,0.0
327,19,0,0,0.5,68.67,-2.1,0.0
328,20,0,0,0.4,69.1,-2.8,0.0
329,20,0,0,0.7,71.72,-3.3,0.0
330,21,0,0,0.9,71.02,-3.8,0.0
331,21,0,0,1.1,71.55,-3.9,0.0
332,22,0,0,1.3,70.17,-4.1,0.0
333,22,0,0,1.5,70.17,-4.1,0.0
334,23,0,0,1.7,68.81,-4.2,0.0
335,23,0,0,1.9,68.81,-4.2,0.0
288,0,0,0,1.5,58.22,14.9,0.0
289,0,0,0,1.5,59.35,14.6,0.0
290,1,0,0,1.6,59.76,14.3,0.0
291,1,0,0,1.5,60.46,14.1,0.0
292,2,0,0,1.4,60.45,13.9,0.0
293,2,0,0,1.4,60.45,13.9,0.0
294,3,0,0,1.5,59.28,13.9,0.0
295,3,0,0,1.4,59.67,13.8,0.0
296,4,0,0,1.4,58.38,13.8,0.0
297,4,0,0,1.4,55.8,14.5,0.0
298,5,3,20,1.4,54.06,15.2,0.281496602
299,5,29,184,1.7,46.72,17.5,4.034682623
300,6,56,359,2.0,40.86,19.7,11.07165201
301,6,77,493,1.5,35.71,21.9,19.60948569
302,7,93,593,1.0,30.21,24.0,28.89752235
303,7,107,660,1.1,27.63,25.5,38.18538202
304,8,125,689,1.2,24.34,27.1,46.72232376
305,8,177,620,1.3,23.1,28.0,52.82009644
306,9,204,620,1.4,21.77,28.9,59.668293000000006
307,9,233,620,1.5,20.79,29.7,66.14115819
308,10,174,785,1.5,19.82,30.5,76.55419918
309,10,206,760,1.7,19.15,31.1,80.77540529999999
310,11,379,407,1.8,18.53,31.7,69.79849609
311,11,434,434,2.0,18.12,32.1,78.05388894
312,12,439,406,2.1,17.94,32.4,76.45878567
313,12,458,285,2.2,18.04,32.3,67.64030071
314,13,455,308,2.4,18.5,32.3,68.85989004
315,13,353,498,2.4,18.81,32.0,74.20756494
316,14,233,685,2.4,19.87,31.7,75.80266779
317,14,283,542,2.2,20.44,31.2,66.60914601
318,15,288,448,2.0,21.72,30.6,57.6032189
319,15,230,522,1.6,22.6,29.9,53.75716357
320,16,202,494,1.3,24.34,29.1,45.78311787
321,16,170,480,1.3,24.34,29.1,38.18387085
322,17,139,464,0.7,28.51,27.5,30.678981300000004
323,17,106,372,0.8,30.76,26.2,20.82822992
324,18,76,335,0.8,40.5,25.0,13.88566978
325,18,46,207,1.0,43.77,23.7,6.661463808
326,19,12,47,1.2,45.56,22.5,1.21972073
327,19,0,0,1.6,47.25,21.9,0.0
328,20,0,0,2.0,49.13,21.4,0.0
329,20,0,0,2.3,50.97,20.8,0.0
330,21,0,0,2.7,54.62,20.2,0.0
331,21,0,0,2.9,55.64,19.9,0.0
332,22,0,0,3.1,57.39,19.7,0.0
333,22,0,0,3.4,57.39,19.7,0.0
334,23,0,0,3.6,58.19,19.6,0.0
335,23,0,0,3.6,58.55,19.5,0.0
288,0,0,0,2.4,28.75,19.0,0.0
289,0,0,0,2.2,29.29,18.7,0.0
290,1,0,0,2.0,30.04,18.3,0.0
291,1,0,0,1.9,30.42,18.1,0.0
292,2,0,0,1.8,31.13,17.8,0.0
293,2,0,0,1.7,31.53,17.6,0.0
294,3,0,0,1.6,32.63,17.3,0.0
295,3,0,0,1.6,32.63,17.3,0.0
296,4,0,0,1.5,33.27,17.2,0.0
297,4,2,16,1.4,30.66,18.5,0.1876575939999999
298,5,22,256,1.3,33.25,19.8,3.565443338
299,5,39,477,1.3,28.53,22.3,10.41456144
300,6,52,619,1.4,23.98,24.9,18.95208365
301,6,62,714,1.0,21.82,26.5,28.14616382
302,7,69,781,0.7,16.05,28.1,37.62137724
303,7,76,830,0.6,14.8,29.5,47.00254342
304,8,81,867,0.5,13.11,30.8,56.10203447
305,8,86,896,0.6,12.39,31.8,64.63858996
306,9,89,918,0.7,11.28,32.9,72.42436574
307,9,92,935,0.9,10.78,33.7,79.36589966
308,10,96,948,1.2,9.94,34.6,85.36909465
309,10,96,960,1.4,9.61,35.2,90.15292175
310,11,109,951,1.7,9.07,35.8,93.3418995
311,11,155,892,1.9,8.87,36.2,94.18578389
312,12,361,581,2.1,8.49,36.6,86.11769858
313,12,425,422,2.2,8.44,36.7,77.67470156
314,13,413,155,2.4,8.32,36.7,52.34599453
315,13,344,92,2.3,8.35,36.6,40.15073529
316,14,241,38,2.2,8.45,36.5,25.70400365
317,14,323,145,1.9,8.69,36.0,41.46435062
318,15,293,85,1.6,9.15,35.6,33.58439548
319,15,306,262,1.3,9.56,34.8,45.68643701
320,16,267,307,1.1,10.68,34.0,42.7786417
321,16,240,199,1.1,10.68,34.0,32.45923252
322,17,192,149,1.2,14.72,32.0,24.29805224
323,17,136,133,1.2,16.14,30.4,17.26224036
324,18,88,336,1.2,24.95,28.8,16.60581678
325,18,57,257,1.3,27.06,27.4,9.569601018
326,19,29,153,1.4,30.4,25.9,3.940488925
327,19,4,15,1.4,31.88,25.1,0.37528796
328,20,0,0,1.3,34.75,24.3,0.0
329,20,0,0,1.3,35.81,23.8,0.0
330,21,0,0,1.2,37.75,23.4,0.0
331,21,0,0,0.9,38.67,23.0,0.0
332,22,0,0,0.6,39.11,22.7,0.0
333,22,0,0,0.5,41.05,21.9,0.0
334,23,0,0,0.4,43.68,21.2,0.0
335,23,0,0,0.6,45.04,20.7,0.0
288,0,0,0,1.6,75.85,16.2,0.0
289,0,0,0,1.6,76.82,16.0,0.0
290,1,0,0,1.6,74.85,15.8,0.0
291,1,0,0,2.0,76.29,15.5,0.0
292,2,0,0,2.4,74.45,15.2,0.0
293,2,0,0,2.5,75.41,15.0,0.0
294,3,0,0,2.6,74.27,14.7,0.0
295,3,0,0,2.5,74.75,14.6,0.0
296,4,0,0,2.4,74.64,14.4,0.0
297,4,0,0,2.7,70.9,15.2,0.0
298,5,20,76,2.9,70.5,16.0,2.251953012
299,5,50,178,2.7,64.52,17.4,7.1310748
300,6,85,223,2.6,63.06,18.8,12.9483313
301,6,126,232,2.3,56.08,20.7,18.95295866
302,7,174,215,2.1,48.57,22.7,24.76965884
303,7,211,289,2.0,45.19,23.9,33.58871549
304,8,251,335,2.0,40.6,25.1,42.1260735
305,8,253,453,2.1,39.41,25.6,52.25856119
306,9,338,305,2.2,38.0,26.1,52.91502066
307,9,374,332,2.3,37.56,26.3,60.13910225
308,10,239,688,2.4,36.94,26.5,77.68341214
309,10,137,871,2.4,36.51,26.7,86.3147126
310,11,116,909,2.4,36.51,26.8,90.25506766
311,11,106,927,2.4,36.3,26.9,92.60047178
312,12,226,579,2.5,36.57,27.0,73.27344372
313,12,350,103,2.5,36.78,26.9,42.03141981
314,13,394,370,2.6,37.6,26.7,69.52087178
315,13,406,194,2.5,38.49,26.3,54.69749861
316,14,338,107,2.5,39.61,26.0,40.43687761
317,14,142,7,2.5,40.56,25.6,13.8855782
318,15,204,95,2.4,42.61,25.2,25.89484077
319,15,122,11,2.5,43.9,24.7,12.19691233
320,16,90,2,2.5,46.73,24.3,8.537876172999999
321,16,128,35,2.5,46.73,24.3,13.79195382
322,17,134,65,2.3,53.11,23.3,15.29328697
323,17,99,18,2.0,55.74,22.5,9.851590514
324,18,27,0,1.7,63.98,21.7,2.53328841
325,18,18,0,1.4,68.01,20.7,1.688877505
326,19,14,16,1.0,74.95,19.7,1.407413391
327,19,1,0,1.0,77.79,19.1,0.093828178
328,20,0,0,0.9,80.99,18.6,0.0
329,20,0,0,0.9,83.04,18.2,0.0
330,21,0,0,0.8,85.35,17.9,0.0
331,21,0,0,0.7,86.43,17.7,0.0
332,22,0,0,0.6,87.48,17.6,0.0
333,22,0,0,0.5,88.59,17.4,0.0
334,23,0,0,0.5,88.64,17.2,0.0
335,23,0,0,0.8,90.91,16.8,0.0
288,0,0,0,1.9,85.53,12.5,0.0
289,0,0,0,1.5,86.66,12.3,0.0
290,1,0,0,1.2,85.45,12.2,0.0
291,1,0,0,1.0,85.9,12.1,0.0
292,2,0,0,0.9,86.16,12.0,0.0
293,2,0,0,0.8,86.73,11.9,0.0
294,3,0,0,0.7,87.63,11.7,0.0
295,3,0,0,0.6,88.21,11.6,0.0
296,4,0,0,0.5,87.76,11.4,0.0
297,4,1,7,0.7,85.02,11.9,0.093835604
298,5,7,7,0.9,83.14,12.3,0.6568463410000001
299,5,19,63,1.1,77.89,13.3,2.721190646
300,6,40,177,1.3,74.53,14.3,7.881982822
301,6,72,347,1.4,66.84,16.0,17.82796135
302,7,106,391,1.4,54.85,17.7,25.80314609
303,7,134,425,1.4,49.63,19.3,33.21510207
304,8,128,252,1.3,39.66,20.9,26.27137009
305,8,163,8,1.4,36.41,22.3,15.76257948
306,9,167,9,1.5,30.61,23.7,16.3252775
307,9,229,21,1.8,28.63,24.8,23.08028565
308,10,226,17,2.2,25.74,25.9,22.61090074
309,10,175,12,2.5,24.56,26.7,17.4505832
310,11,164,12,2.8,22.32,27.6,16.41839702
311,11,268,20,3.0,21.43,28.3,26.92596391
312,12,330,23,3.2,19.48,29.0,33.0239246
313,12,380,116,3.4,19.04,29.4,46.06441954
314,13,432,402,3.5,17.38,29.9,75.89798486
315,13,151,864,3.5,17.18,30.1,87.81255579
316,14,207,743,3.5,16.03,30.4,79.93167819
317,14,173,794,3.5,16.21,30.2,77.11735204
318,15,219,651,3.4,15.93,30.1,66.79758518
319,15,229,576,3.3,16.3,29.7,58.72959578
320,16,207,494,3.2,16.96,29.2,47.84705829
321,16,162,542,3.2,16.96,29.2,42.12417485
322,17,137,448,2.8,19.69,27.5,31.42953742
323,17,118,395,2.2,21.63,25.9,24.11203938
324,18,89,284,1.5,29.94,24.3,15.29311886
325,18,56,261,1.8,34.23,22.1,9.382508411
326,19,27,87,2.0,46.46,19.8,3.190133513
327,19,3,18,2.3,49.8,18.7,0.2814857719999999
328,20,0,0,2.7,57.97,17.5,0.0
329,20,0,0,2.8,60.58,16.8,0.0
330,21,0,0,2.9,68.18,16.0,0.0
331,21,0,0,3.0,70.84,15.4,0.0
332,22,0,0,3.0,76.83,14.8,0.0
333,22,0,0,3.0,78.83,14.4,0.0
334,23,0,0,3.1,81.5,14.1,0.0
335,23,0,0,3.0,83.1,13.8,0.0
288,0,0,0,5.1,63.88,-6.1,0.0
289,0,0,0,4.9,63.88,-6.1,0.0
290,1,0,0,4.7,63.09,-6.1,0.0
291,1,0,0,4.5,63.09,-6.1,0.0
292,2,0,0,4.2,62.46,-6.1,0.0
293,2,0,0,3.9,62.46,-6.1,0.0
294,3,0,0,3.6,60.83,-6.0,0.0
295,3,0,0,3.4,60.83,-6.0,0.0
296,4,0,0,3.2,59.57,-6.1,0.0
297,4,0,0,3.1,59.11,-6.0,0.0
298,5,0,0,2.9,58.33,-6.0,0.0
299,5,2,0,3.1,55.73,-5.4,0.1877068939999999
300,6,19,0,3.2,55.69,-4.8,1.783203734
301,6,40,0,3.8,50.89,-3.6,3.754063618
302,7,80,10,4.3,49.56,-2.5,7.789587843
303,7,152,116,4.6,46.04,-1.5,18.39448721
304,8,203,229,5.0,45.13,-0.5,29.09300189
305,8,257,173,5.1,42.23,0.4,33.03430766
306,9,301,161,5.3,42.04,1.3,37.72630776
307,9,338,179,5.3,39.99,2.0,43.35676641
308,10,368,266,5.3,39.47,2.6,53.21022609
309,10,377,377,5.3,38.1,3.1,63.43900384
310,11,375,484,5.2,37.51,3.6,72.72922753
311,11,396,433,5.0,36.68,3.9,71.60286147
312,12,359,540,4.9,36.76,4.1,77.04563572
313,12,401,417,4.7,36.24,4.3,70.85179915
314,13,303,634,4.5,36.55,4.4,77.88997174
315,13,246,688,4.4,36.85,4.3,74.6993803
316,14,323,386,4.2,37.68,4.2,57.71378062
317,14,239,533,4.0,38.21,4.0,57.52621998
318,15,175,672,3.9,39.13,3.8,56.58790684
319,15,158,646,3.6,40.25,3.4,48.8929172
320,16,107,761,3.3,41.76,3.0,44.29473775
321,16,85,705,3.3,41.76,3.0,33.8779668
322,17,72,660,2.6,46.19,1.8,25.15073363
323,17,57,577,2.1,49.62,0.8,16.23554007
324,18,36,364,1.6,56.52,-0.1,6.850902587
325,18,7,65,1.5,59.48,-0.8,0.7507896209999999
326,19,0,0,1.3,59.49,-1.5,0.0
327,19,0,0,1.1,61.72,-2.0,0.0
328,20,0,0,0.9,61.69,-2.5,0.0
329,20,0,0,0.7,64.02,-3.0,0.0
330,21,0,0,0.6,64.67,-3.4,0.0
331,21,0,0,0.6,66.63,-3.8,0.0
332,22,0,0,0.6,66.72,-4.2,0.0
333,22,0,0,0.7,67.73,-4.4,0.0
334,23,0,0,0.7,67.38,-4.6,0.0
335,23,0,0,0.7,68.41,-4.8,0.0
288,0,0,0,2.9,60.0,20.5,0.0
289,0,0,0,2.9,61.12,20.2,0.0
290,1,0,0,2.9,63.0,19.8,0.0
291,1,0,0,2.8,64.18,19.5,0.0
292,2,0,0,2.7,66.31,19.2,0.0
293,2,0,0,2.8,67.56,18.9,0.0
294,3,0,0,2.9,69.4,18.6,0.0
295,3,0,0,3.0,70.36,18.4,0.0
296,4,0,0,3.1,70.01,18.2,0.0
297,4,0,0,3.3,68.71,18.5,0.0
298,5,12,55,3.5,65.7,18.8,1.313598827
299,5,38,52,3.3,61.37,19.9,4.128403538
300,6,74,83,3.1,60.7,20.9,8.632021602
301,6,79,133,2.7,57.1,21.9,11.25903485
302,7,107,5,2.3,57.89,22.9,10.22684423
303,7,186,109,2.2,56.17,23.4,22.42387465
304,8,92,3,2.2,54.51,24.0,8.819373703
305,8,164,10,2.2,54.51,24.0,16.04375429
306,9,135,5,2.3,53.17,23.9,13.04142864
307,9,122,5,2.2,53.81,23.7,11.82175267
308,10,69,0,2.1,53.19,23.5,6.473831173
309,10,94,3,1.9,53.51,23.4,9.100903103
310,11,213,13,1.7,52.84,23.4,21.11034225
311,11,279,19,1.5,52.53,23.5,27.86562114
312,12,169,10,1.4,52.11,23.5,16.70060795
313,12,103,3,1.3,52.42,23.4,9.945316792
314,13,105,3,1.3,52.77,23.3,10.13297542
315,13,131,6,1.3,54.05,22.9,12.76009923
316,14,104,2,1.4,55.43,22.6,9.945404253
317,14,104,2,1.5,57.83,21.9,9.945480781
318,15,94,1,1.7,61.18,21.3,8.913461375
319,15,89,5,1.8,63.86,20.6,8.632050068
320,16,88,6,1.9,67.49,20.0,8.632107000000001
321,16,167,80,1.9,67.49,20.0,19.60989525
322,17,43,1,1.7,72.84,18.9,4.034620534
323,17,49,22,1.4,75.61,18.3,5.34825319
324,18,13,0,1.1,78.41,17.8,1.219783747
325,18,6,0,0.8,80.92,17.3,0.5629802079999999
326,19,4,0,0.5,83.38,16.9,0.3753217889999999
327,19,0,0,0.4,83.91,16.8,0.0
328,20,0,0,0.4,84.53,16.7,0.0
329,20,0,0,0.6,84.53,16.7,0.0
330,21,0,0,0.8,84.48,16.6,0.0
331,21,0,0,1.0,85.01,16.5,0.0
332,22,0,0,1.3,84.85,16.4,0.0
333,22,0,0,1.3,85.39,16.3,0.0
334,23,0,0,1.4,85.85,16.1,0.0
335,23,0,0,1.5,85.85,16.1,0.0
288,0,0,0,0.9,69.67,-4.6,0.0
289,0,0,0,0.7,69.67,-4.6,0.0
290,1,0,0,0.5,69.36,-4.6,0.0
291,1,0,0,0.5,70.41,-4.8,0.0
292,2,0,0,0.4,70.46,-4.9,0.0
293,2,0,0,0.4,71.44,-5.1,0.0
294,3,0,0,0.4,71.23,-5.2,0.0
295,3,0,0,0.4,71.77,-5.3,0.0
296,4,0,0,0.4,71.47,-5.4,0.0
297,4,0,0,0.5,71.47,-5.4,0.0
298,5,0,0,0.6,71.19,-5.5,0.0
299,5,0,0,0.7,70.66,-5.4,0.0
300,6,0,0,0.8,70.18,-5.4,0.0
301,6,0,0,1.0,67.06,-4.8,0.0
302,7,14,204,1.1,64.59,-4.3,1.783193936
303,7,30,581,1.4,56.48,-2.5,8.821942858
304,8,38,756,1.6,52.1,-0.6,17.17427483
305,8,44,861,1.7,46.41,1.0,25.62018899
306,9,48,925,1.7,39.32,2.7,33.40885303
307,9,49,967,1.9,36.39,3.8,40.16521414
308,10,50,997,2.0,29.25,5.0,45.79524767
309,10,51,1016,2.1,27.87,5.7,50.11162729
310,11,51,1028,2.2,23.61,6.5,53.11410424
311,11,51,1034,2.2,22.66,7.1,54.61520286
312,12,50,1036,2.3,19.98,7.7,54.6148427
313,12,48,1032,2.3,19.71,7.9,53.11328697
314,13,47,1022,2.3,18.58,8.2,50.20408982
315,13,46,1005,2.2,18.58,8.2,45.98131591
316,14,45,980,2.1,19.13,8.2,40.44479012
317,14,41,944,1.5,20.2,7.4,33.68864807
318,15,37,891,0.9,31.74,6.6,26.08781758
319,15,32,807,0.8,35.44,5.0,17.83011692
320,16,25,663,0.7,29.67,3.4,9.478281453
321,16,15,274,0.7,29.67,3.4,2.1584205290000003
322,17,0,0,0.9,29.59,0.8,0.0
323,17,0,0,1.1,31.13,0.1,0.0
324,18,0,0,1.3,32.99,-0.7,0.0
325,18,0,0,1.5,33.97,-1.1,0.0
326,19,0,0,1.7,34.84,-1.5,0.0
327,19,0,0,1.9,35.62,-1.8,0.0
328,20,0,0,2.1,35.93,-2.1,0.0
329,20,0,0,2.2,36.2,-2.2,0.0
330,21,0,0,2.3,35.29,-2.3,0.0
331,21,0,0,2.4,35.55,-2.4,0.0
332,22,0,0,2.4,33.81,-2.4,0.0
333,22,0,0,2.3,34.06,-2.5,0.0
334,23,0,0,2.3,32.59,-2.5,0.0
335,23,0,0,2.1,32.59,-2.5,0.0
288,0,0,0,1.2,49.18,14.6,0.0
289,0,0,0,1.1,49.82,14.4,0.0
290,1,0,0,1.0,50.8,14.1,0.0
291,1,0,0,0.9,51.79,13.8,0.0
292,2,0,0,0.8,54.41,13.5,0.0
293,2,0,0,0.9,54.76,13.4,0.0
294,3,0,0,0.9,56.59,13.2,0.0
295,3,0,0,0.9,56.96,13.1,0.0
296,4,0,0,0.9,58.63,12.9,0.0
297,4,0,0,0.9,59.79,12.6,0.0
298,5,0,0,0.9,62.31,12.3,0.0
299,5,0,0,1.2,58.45,13.3,0.0
300,6,23,252,1.5,57.54,14.4,3.659488002
301,6,40,515,1.6,51.93,16.0,11.54125919
302,7,51,666,1.8,51.62,17.6,20.92402874
303,7,59,760,1.7,46.42,19.3,30.68174683
304,8,65,826,1.6,42.47,20.9,40.34531836
305,8,69,872,1.7,39.47,22.1,49.35199424
306,9,78,888,1.8,34.12,23.2,57.23260926
307,9,103,851,2.1,32.14,24.2,62.67370937
308,10,206,638,2.5,27.96,25.2,62.39155476
309,10,103,905,3.0,26.82,25.9,74.40018376
310,11,195,720,3.4,24.1,26.7,71.86638028
311,11,289,412,3.8,23.41,27.2,58.44975041
312,12,382,279,4.2,21.99,27.7,57.22977813
313,12,298,545,4.5,21.58,28.0,69.33224026
314,13,283,541,4.8,20.65,28.3,66.51745092
315,13,300,366,4.8,20.77,28.2,54.03962461
316,14,298,214,4.8,20.6,28.1,42.21850314
317,14,190,67,4.5,21.21,27.6,21.9537423
318,15,163,35,4.3,21.55,27.2,17.16902781
319,15,108,27,3.9,22.58,26.4,11.4461192
320,16,123,378,3.6,23.2,25.7,26.64526941
